client_id,industry,sub_industry,region,company_size,annual_revenue_usd,contract_value_usd,contract_length_months,tenure_months,product_usage_hours_3m,product_usage_hours_12m,login_frequency_30d,active_users,licensed_users,analyst_calls_6m,support_tickets_6m,support_escalations_6m,avg_resolution_time_hrs,nps_score,survey_response_count_12m,discount_percent,account_notes,churn_flag
C_37972,Heathcare,N/A,N/A,10000,95358.87217,51943.25055,36 mnth,,98.22746329,928.0272369,1.495865289,7,5,2,4,0,54.49639044,-95,2,,pricing issue,0
,Technology,E-commerce,North America,10k,59396.04612,155996.8845,48,19.77442101,125.2705073,190.6083247,3.711274989,4,50,4,0,0,16.87219336,-84,2,N/A,,0
C_37974,Retail,Data,N. America,1000,24894.96453,101409.0002,12 months,,,369.3428088,0.926705769,3,20,1,2,1,75.82396504,68,0,20%,low usage,0
C_37975,Finanace,Infra,Europe,50,84856.48468,43123.17341,12 months,12.85993798,,724.3901413,28.94784014,5,,4,6,1,25.06257889,32,5,,,0
,Retail,Payments,APAC,500+,36404.98512,,48,4.211057136,70.43510559,585.8242419,4.726581831,11,20,3,1,1,,16,1,20,low usage,0
,Energy,,LATAM,5000,107317.7731,,12 months,,176.3213637,589.1936429,,6,20,1,2,0,,,0,,,0
C_37978,Finanace,payments,North America,50,,155035.3869,12 months,22.73448394,129.5999204,724.9421026,8.54402508,11,100,1,8,1,91.87099495,,1,20%,,0
C_37979,,AI,North America,500,20455.85523,159618.7455,48,,126.4542807,432.8058553,1.501550995,4,,0,7,1,77.92891754,71,3,0,renewal likely,0
,Energy,None,Europe,500+,138664.9525,122875.6808,36 mnth,7.30152586,102.5703935,,10.23731116,5,,1,4,0,51.61120537,24,0,,,0
C_37981,Finanace,E-commerce,Europe,200,,98830.8079,12,116.1007417,153.696452,543.5735499,,3,5,,7,0,25.81839191,-20,1,15,renewal likely,0
C_37982,Technology,,APAC,200,13142.68946,36881.74323,,23.85223551,,,2.26184366,7,20,1,4,2,,44,1,20,,0
,Healthcare,Data,Europe,500+,,101311.0703,36 mnth,160.832347,126.9585262,773.3498904,6.052936393,4,10,,5,3,36.1748302,,,,needs training,0
C_37984,Technology,Cloud, middle east,500+,758968.2963,84570.66927,12,22.13260168,,,0.931611441,6,,2,5,2,28.04193616,-95,3,15,neutral,0
,Healthcare,None, europe,200,75883.18144,124514.8059,24,28.13241909,32.70561986,678.9957949,30.98788958,,20,2,2,0,74.00274301,-15,2,,bad experince,0
C_37986,Finance,,,1k,159006.4752,42285.739,12,54.6109861,198.6952419,584.9782114,13.53619383,8,20,,5,,48.07520505,-6,1,,needs training,0
,Energy,,APAC,5000,197370.9204,,36 mnth,,105.6474727,807.0196243,15.39827097,8,50,0,6,2,55.82809507,,0,,integration problem,0
C_37988,SaaS,,N. America,1000,127085.6759,22015.71656,12,35.12640342,161.5131149,594.4488505,24.52672351,4,5,,2,1,45.5945265,5,,5,renewal likely,0
C_37989,,Cybersecurity,N. America,50,24053.91718,93054.39733,24,25.79249655,,171.4128943,7.496960383,5,,2,3,0,50.87743044,-76,1,10,renewal likely,0
C_37990,SaaS,E-commerce,North America,500,62587.31119,,48,,74.30010359,398.3423593,34.31618193,8,,2,,1,,1,1,5,integration problem,0
C_37991,TECH,,Middle East,,,,36,29.97000857,117.3749789,590.053511,9.161451197,3,,0,2,3,,70,0,20%,integration problem,0
C_37992,Heathcare,Payments,APAC,50,286383.4782,67221.01868,48,37.03937384,,529.0013848,12.05212815,7,20,0,7,0,,,,10%,needs training,0
C_37993,Healthcare, none ,Europe,50,158840.7972,,48,158.7893051,118.4304624,712.5569614,1.596429796,5,100,,2,,,-38,0,20,,0
,Technology,Payments,North America,200,,142506.5277,36,42.9141334,185.3135078,390.0978338,17.30341467,5,100,2,4,1,71.76754821,-22,4,10,integration problem,0
C_37995,Energy,Data,N. America,5000,5241.534042,44893.36071,36,1.315929456,60.94959052,660.7935897,3.963248904,3,10,2,1,0,62.42243185,35,1,10,executive sponsor left,0
C_37996,Healthcare,Cloud,Europe,200,249832.9782,,36 mnth,14.25179312,138.7590894,762.1901918,2.700536565,5,,2,3,0,,,3,10,renewal likely,0
C_37997,Energy,Payments,Europe,,243915.9551,135296.2073,,11.67182501,79.89487583,532.9435045,15.21561792,4,5,4,,0,,-6,1,,satisfied,0
,TECH,E-commerce,N. America,50,874492.7581,153866.5131,12 months,71.79540136,100.0968731,605.2879779,38.2816566,8,,0,1,1,25.82900985,-19,2,10%,bad experince,0
C_37999,,Payments,North America,1k,296404.5092,104449.2615,12,11.3022618,149.1204528,969.3931494,,4,,0,,0,26.47291436,-83,2,20%,,0
C_38000,Technology,Payments,N. America,1k,604184.7902,-40446.7632,36,97.66575107,,771.1030567,1.572256454,5,20,3,1,,68.28864988,-24,0,,integration problem,0
C_38001,TECH,,Europe,5000,33281.91116,46265.51112,36 mnth,32.12897497,138.0345496,841.6637384,7.269590092,,,0,,1,91.60959273,92,0,,,0
C_38002,Healthcare, cybersecurity,Middle East,50,2532.132029,,24,50.10986587,100.417865,393.6814157,7.218108966,12,,,2,,27.05973159,89,0,10,executive sponsor left,0
C_38003,SaaS,None,LATAM,1k,,90908.48142,,,,,0.824456443,10,10,4,2,0,48.35376056,7,1,20%,,0
, energy ,Cloud,EUrope,1k,58606.89637,111928.9674,,17.95835742,165.8207712,370.9808314,1.293769274,4,,2,,,24.650082,-63,,20,,0
C_38005,TECH,Data,North America,,,123847.46,12 months,2.034716164,63.81956039,593.1291439,20.14666523,9,,0,4,0,,10,2,15,bad experince,0
,Energy,,LATAM,1000,491632.1338,76460.62475,48,60.46683016,136.56193,589.0636592,2.350368233,8,5,,2,,,-81,3,10,,0
C_38007,Healthcare,Cloud,EUrope,1000,255794.2574,101018.8603,36 mnth,26.60687673,106.8372191,525.6457792,2.299131621,6,,3,4,1,52.65721618,46,1,N/A, executive sponsor left ,0
C_38008,TECH,AI,APAC,10k,81102.74174,110872.7913,24,50.53768469,205.440485,463.8327994,1.095965918,7,5,3,1,,12.07120744,37,1,N/A,low usage,0
C_38009,Finanace,Data,,200,10434.51215,,12 months,5.629206906,130.4565338,365.3437059,3.246941889,5,,1,3,1,,-25,3,5,renewal likely,0
,Finanace,Cybersecurity, l@t@m ,200,47705.3142,,,4.693583992,109.5687253,609.955857,2.906657924,9,10,0,2,0,45.43505063,,1,0,needs training,0
,Heathcare,,LATAM,,,35829.22038,36 mnth,8.858837808,100.5869105,334.4756728,0.861198124,5,10,0,3,,,-86,3,20%,,0
C_38012,Energy, infra,N/A,50,14840.28302,91538.92875,12,56.66061016,125.5159898,51.42792403,4.088475733,4,,1,3,,36.85862986,73,0,,executive sponsor left,0
C_38013,Finance,,Middle East,500,54998.06534,129389.9013,12 months,,194.9400422,939.6048252,1.206175587,9,20,2,6,1,,-2,1,,neutral,0
C_38014,TECH,Cloud,North America,50,9987.87788,,36 mnth,12.156007,141.8401536,,0.686735891,2,20,,3,,3.249362194,2,1,20,low usage,0
C_38015,Healthcare,Cybersecurity,,1k,189693.4011,114129.6412,12 months,,140.6205123,392.2632412,18.09548371,,50,0,5,1,36.27358835,68,,,,0
C_38016,Finance,E-commerce,North America,200,5197.015145,123147.1612,24,5.437400893,101.0851782,472.0880354,3.746614278,,5,1,,,,,1,10,executive sponsor left,0
C_38017,SaaS,,Middle East,10k,47701.84478,200140.34,48,9.583236043,,529.1414189,0.498821381,4,5,,2,0,107.0866639,4,5,,,0
,SaaS,Payments,LATAM,50,,141964.863,36,,112.480338,433.773631,1.135395371,5,,1,2,1,62.87907748,14,0,,bad experince,0
C_38019,Energy,Cybersecurity,Europe,1k,25752.13198,68278.54661,36 mnth,8.248764354,252.3678139,723.301428,20.79671756,4,50,1,1,0,,,1,15,neutral,0
,,AI,EUrope,500,188563.3496,74776.25077,12 months,,74.99158283,235.922688,6.109504,7,20,0,4,0,,-66,4,, renew@l likely ,0
C_38021,Healthcare,None,,1000,118124.6244,19206.92037,,4.134590396,122.1763781,327.0843733,30.81319149,7,50,1,1,0,99.88755418,-97,1,10%,low usage,0
,Manufacturing,, middle east ,500+,15052.74215,128663.4873,12,,-32.23502102,740.4464084,22.09294463,3,,0,2,0,,-83,1,,,1
,TECH,Cloud,North America,,55276.07837,,24,35.21322363,66.57838337,602.2325588,5.315450605,6,,1,6,,106.0820019,71,1,,,0
C_38024,Finance,,APAC,10k,22892.65398,129515.6314,12 months,,111.363329,,1.382649105,5,,,,2,22.35776816,77,,20%,,0
C_38025,Heathcare,Infra,EUrope,500+,48349.82402,76129.13337,12,7.097746455,96.20006155,580.8433708,13.85935502,,,1,2,0,47.6484776,-65,1,,bad experince,0
,SaaS,None,Europe,1000,,109734.6769,,,108.9927627,343.5777481,2.511330515,5,,1,7,,75.61946742,-47,0,20%,pricing issue,0
C_38027,Finanace,,,200,93657.0074,91010.1397,12,28.54928293,,773.2639804,27.51622851,,100,,10,,69.7365844,67,1,0,satisfied,0
C_38028,Healthcare, data,Middle East,10000,109160.0594,75460.15102,,0.141548933,196.2872505,578.663216,9.270276689,5,10,2,4,0,14.67284701,-29,0,10,neutral,0
C_38029,Technology,E-commerce,N. America,5000,209165.7012,,36 mnth,65.25793495,75.57204225,662.3158769,0.558364072,6,100,1,3,,1.530072717,-16,1,20,,0
,Manufacturing,Payments,Europe,500+,2423.588069,,48,,,619.9904073,13.51308172,4,,,5,2,,-11,4,5,,0
C_38031,Finance,,EUrope,200,107533.8233,107971.7907,24,,146.6405893,382.0260275,7.33085266,3,,2,1,0,30.15165257,90,1,,renewal likely,0
C_38032,Healthcare,Data,North America,10k,,107899.5089,48,2.338837417,95.77212321,492.545953,14.13973434,7,50,,2,2,96.43954767,-39,2,0,,0
C_38033,Energy,Infra,N. America,10000,87860.78064,91716.1334,,20.23016872,179.3237058,381.4717924,14.55559372,7,20,,,1,45.9002647,30,0,,,0
,N/A,,,,760470.0699,116257.0548,12,60.44808211,166.5823781,503.7572612,6.97038882,5,10,2,1,2,,,1,0,satisfied,0
,Finance,E-commerce,APAC,500+,116863.6264,,48,18.27200122,,388.2098116,2.996119745,8,50,0,2,1,55.57903718,,1,20,N/A,0
C_38036,Manufacturing,AI,Europe,1000,89632.92,89325.74278,12,36.99675207,,307.3436074,,7,,2,1,0,2.664150984,38,1,,renewal likely,0
C_38037,Technology,E-commerce,EUrope,200,11111.58847,,,,97.41346282,192.3314115,1.583352742,9,10,1,2,,70.6862704,,1,10,,0
C_38038,Finanace,Cybersecurity,EUrope,1k,39742.8337,,,16.33020639,95.36847639,834.2559724,1.299920747,8,50,1,4,0,18.46762783,,1,,satisfied,0
C_38039,Retail,Cloud,latam,,4001.911258,,12,6.474276674,167.9831738,311.7605291,10.47421824,2,,,5,1,5.31573374,80,2,0,integration problem,0
C_38040,,Cybersecurity,,1000,23301.33917,,12 months,,103.3762274,391.0470986,0.346280138,,,3,2,0,23.82701777,33,0,,integration problem,0
C_38041,TECH,,Europe,500+,3671.362336,53104.00686,24,37.11462718,,904.6292497,4.625972587,6,100,3,7,,87.35199134,-12,3,10%,neutral,0
C_38042,TECH,,Europe,1k,186008.9873,105296.4385,36 mnth,31.85256193,,469.5443163,,8,5,,6,0,49.64392251,80,1,,low usage,0
C_38043,Healthcare,,Europe,10k,,85548.4068,12,19.72168136,37.37565197,317.5452955,13.76428426,5,50,1,4,0,18.80277771,-47,1,,satisfied,0
C_38044,,,North America,1000,34795.09258,146515.9428,,39.08079094,234.158024,595.9425693,,8,20,2,3,0,,-14,2,,,0
C_38045,Finanace, infr@ ,N. America,500+,10334.25695,75268.43198,12,,102.8699053,544.6632822,,8,10,2,2,0,,13,1,15,,0
,Retail,None,EUrope,1k,76888.12266,93603.17368,36,0.17469308,130.7776554,488.233492,1.995307687,9,,2,9,,,-25,2,10%,executive sponsor left,0
, manufacturin,,N. America,1000,,105990.4973,36 mnth,4.587355455,136.4378326,425.5059315,20.21570396,6,10,2,4,0,27.02559861,35,0,,neutral,0
C_38048,tech,N/A,North America,500+,36559.43811,95248.3089,12 months,76.75081628,113.3180546,420.1564952,,9,50,1,3,0,,-50,2,10,,0
C_38049,SaaS,Data,,1k,22683.33291,,12,3.797252864,225.4182545,262.5930238,8.830507423,5,10,2,6,0,35.68587029,-74,3,20,,0
,Manufacturing,Cybersecurity,N. America,10000,527682.5023,88450.65402,12,16.263457,111.9848057,907.3234693,16.79193444,5,20,2,,1,,-92,,,pricing issue,0
, finanace,None,Middle East,,96961.03124,,12 months,11.68394251,76.09109143,548.2792662,8.822247076,3,50,0,,1,,-96,2,10%,bad experince,0
C_38052,Manufacturing,Payments,N. America,1000,28310.65901,48224.44769,12 months,9.176781627,185.813205,541.3722808,4.030424741,5,,2,5,,28.7807164,61,1,10,satisfied,0
C_38053,,None,North America,200,,,,19.5750443,10.58292345,685.7137623,3.481141994,10,,1,3,0,66.71716176,-4,0,10%,N/A,0
C_38054,Technology, e-commerce,North America,,,,36 mnth,161.2878456,181.9426806,529.8217221,39.48500851,2,5,3,,0,60.67277707,,0,,satisfied,0
C_38055,Manufacturing, infra ,APAC,500,5756.456361,45453.59459,,115.5457483,103.9511452,558.5958946,0.817812189,8,5,1,2,,14.44954888,63,2,20,neutral,0
C_38056,TECH,AI,,1000,19226.27701,89475.11712,12,12.90798125,24.99184077,769.3546936,3.39803807,6,,1,7,,61.44740396,84,2,,needs training,0
C_38057,,cloud,North America,500+,111211.0145,,36 mnth,0.175927361,,189.850388,8.331032202,7,50,1,3,0,28.28879508,-84,2,0,,0
C_38058,Manufacturing, @i ,,500,44173.12503,,36,23.69159337,-24.27944889,320.0382127,12.97911061,6,20,1,2,,0.08773912,43,0,0,bad experince,0
C_38059,Retail,Cloud,N. America,1000,48200.09612,90043.60798,,18.00332378,107.8493134,,,2,50,1,1,0,41.18360796,88,2,15,,0
C_38060,Finanace,Cloud,N. America,10000,,126342.4145,36 mnth,1.945477303,269.3355153,400.0287856,,5,5,,3,2,,,1,10%,bad experince,0
C_38061,Finanace,AI,LATAM,5000,17887.88574,91412.16581,36 mnth,57.40660851,9.145481694,327.2788843,2.077120298,5,,,,1,67.98273028,11,1,15,,0
C_38062,TECH,,EUrope,,35191.83285,139083.3407,48,36.40292141,48.12763476,484.4538482,5.974432837,3,,,5,,36.79461087,-33,1,20,bad experince,1
C_38063,Retail,infra,N. America,500,656236.8181,,12,82.80232669,,346.7065622,23.42948207,6,20,0,3,0,77.5133302,-32,1,20,needs training,0
C_38064,Heathcare,,EUrope,10000,49356.55384,,,4.643935663,113.9977233,578.908706,3.030621113,8,100,3,2,0,28.53443152,43,0,,,0
,Heathcare,E-commerce,EUrope,5000,125066.374,,,,76.74729115,981.5265972,19.70228379,,100,1,2,,13.70116365,-97,1,15,neutral,0
C_38066,Heathcare,Data,North America,1000,440324.5085,99105.73084,12 months,,158.6629667,609.2210843,1.547526426,13,5,,4,0,,-62,2,,low usage,0
,Heathcare,, middle east ,1k,168178.039,36631.93291,12 months,99.37152805,247.7761807,,52.60872738,6,,,5,2,0.125011801,-41,1,20%,needs training,0
C_38068,Manufacturing,AI,APAC,5000,69193.02844,117530.4676,36,5.501512513,192.4720771,777.2484671,0.382550355,,10,2,6,0,24.47215923,-36,0,5,low usage,0
C_38069,Heathcare,Data,,5000,7014.269775,131104.8979,,,176.3825329,440.479052,9.10565029,6,50,,6,1,76.38786342,-26,2,10,,0
C_38070,Manufacturing,None,North America,10k,125379.519,47698.48172,12 months,0.382224147,25.55924101,668.3728436,7.836984115,3,10,3,9,0,38.11273861,62,0,15,,0
,SaaS,Data,LATAM,1000,8201.518454,76674.03799,36,17.1734703,43.0216126,661.4158061,0.775892718,12,,2,6,0,10.92091959,-65,0,10,renewal likely,1
C_38072,Finance,Data,EUrope,500+,11804.61289,59515.70499,48,16.44732079,,410.2723878,4.260520715,8,,2,,0,,-53,1,5,satisfied,0
C_38073,Healthcare,Cybersecurity,N. America,1k,35640.95177,9006.058747,,,106.0606158,754.9136417,12.55822148,1,50,1,4,1,92.33242467,-55,0,20%,,0
C_38074,Manufacturing,Infra,,,1203846.349,57361.01994,48,,174.04649,673.1565671,19.73625409,9,,,4,1,,70,1,20,neutral,0
C_38075,Finanace,None,Middle East,1000,91276.83015,177591.0954,36,30.52971144,,459.2291259,27.77577002,4,20,1,2,0,74.11135117,-58,1,10,,0
,Retail,Cybersecurity,LATAM,,623954.4698,100738.5345,48,10.58268953,,,7.780108385,,50,2,4,1,,45,,20,,0
,,Payments,Middle East,10000,29077.50487,81181.03617,,7.247006208,61.78683294,317.3357293,4.028157874,10,50,2,,0,29.77722379,-68,,,needs training,0
,,Data,N/A,5000,112269.2198,35790.91505,12 months,0.170904837,,,15.11586638,5,100,6,5,0,7.748128426,62,2,,,0
C_38079, manufacturin,Cybersecurity,Europe,500+,,102458.8912,12 months,4.4272732,74.67694665,240.8054176,1.991206886,7,,1,7,,,-91,1,10, executive sponsor left ,0
C_38080,Heathcare,None,APAC,500,27934.50063,63386.47515,12 months,13.68478667,167.440961,331.156277,,6,100,0,3,1,60.20468422,51,1,,,0
,Retail,AI,N. America,50,437847.9243,55249.84974,12 months,18.77491906,60.39163262,220.6719562,5.142335317,3,5,,1,1,119.5117955,38,2,20%,,0
C_38082,SaaS,,Middle East,200,15664.2594,98663.98459,,29.87956618,,482.5048999,7.981784705,6,,3,2,0,92.18416279,37,1,10%,,0
C_38083,Technology,Cloud,North America,10k,90768.23832,,12 months,,116.0766185,615.4932789,1.833056075,8,10,2,4,1,44.10123822,,0,,,0
C_38084,Energy,,Middle East,,1319740.949,74193.25583,24,108.1698468,101.8925748,452.2299406,6.48315032,7,,1,,,45.4948197,,0,,,0
C_38085,Finanace,,N. America,5000,54345.13596,43180.69974,36,3.449191165,151.778429,,14.66901535,6,,,,0,,-20,3,,,0
C_38086,Manufacturing,Infra,,1000,13607.1257,79471.56808,,,139.7703271,334.6090475,2.376219598,1,10,0,2,,17.5808293,82,1,10%,needs training,0
C_38087,,Infra,EUrope,,15307.84709,78678.11473,24,10.06388717,97.31697052,606.848755,1.956518234,8,,0,4,2,71.68564502,-90,3,20%,neutral,0
C_38088,Finanace,,EUrope,10k,547345.7401,87462.788,,9.009694297,187.0116464,581.8719614,2.778598078,4,5,2,2,0,27.86830417,-71,1,,integration problem,0
C_38089,Retail,AI,EUrope,500,30123.10755,,,69.89605481,31.50837921,563.0199956,23.39622971,6,10,0,7,0,,51,0,10%,integration problem,1
C_38090,Energy,Cloud,N. America,50,25587.03666,117965.7573,12 months,,151.6151448,663.2502852,2.94335456,5,,3,4,1,78.16184353,34,1,10%,low usage,0
C_38091,Finanace,Cloud,Europe,,14266.25757,,12,33.84177724,76.21649612,610.7077883,5.056542499,5,50,2,2,,35.38002605,-77,4,,,0
,Finance,Data,Middle East,1000,17361.00078,,12 months,43.47972933,131.7204326,440.4081646,12.93264946,6,10,0,2,0,,9,0,,bad experince,0
C_38093,Retail,,EUrope,,49862.29165,112916.4572,24,,,555.7881147,1.526797863,,50,2,6,,,83,1,0,pricing issue,0
C_38094,Retail,Cloud,Europe,500+,38551.09348,,12 months,35.79197402,186.0797173,378.8041369,28.90230007,5,50,1,,,,60,1,15,executive sponsor left,0
C_38095,Manufacturing,None,LATAM,50,106076.7713,,,,,252.7659284,6.414749905,7,100,1,5,0,,95,0,10,,0
C_38096,Finanace,E-commerce,Middle East,5000,,58592.74556,12 months,35.37084712,212.2489787,453.0543085,19.29868447,,,,9,0,7.373754623,-35,1,,satisfied,0
C_38097,Retail,,N. America,1000,5329.82934,,36,51.26380601,107.814033,727.944408,2.708550016,4,50,1,7,0,5.507405144,-4,1,,low usage,0
C_38098,SaaS,Cloud,Middle East,,,,12,26.10527033,48.83679033,563.0595878,17.83764314,9,10,1,3,0,17.92138885,-32,0,,bad experince,1
C_38099,Technology,, latam ,,673413.0806,117519.2027,24,42.47407036,52.52791405,915.3872101,3.541966869,3,50,1,3,1,66.11161022,-43,1,0,satisfied,0
,Technology,Data,N. America,,,54805.98902,12 months,3.336877382,8.161495486,330.9442036,0.898768586,5,,2,,1,66.36997396,24,,10,,0
,Energy,None,,5000,15843.89642,84935.86643,,,55.23436641,305.0619515,11.09866749,8,,0,,0,40.22691741,-28,2,20%,low usage,0
C_38102,Technology,Cybersecurity,APAC,1k,,116355.7347,36 mnth,17.12334197,,454.297019,9.391486826,8,5,2,3,1,,-4,0,0,,0
,,Cybersecurity,Middle East,,17950.51898,74036.52335,24,1.369060886,126.1861002,468.2994405,,4,20,1,2,,18.71156329,-4,2,15,low usage,0
,TECH,None,LATAM,10k,141661.8301,55812.84234,,60.00771618,131.7013857,194.2495486,30.93210516,,20,1,4,,,93,2,15,,0
C_38105,Healthcare,,Europe,,4912.11434,,36,2.222811426,160.6735255,,18.48199271,,,2,4,1,55.97183451,99,0,,,0
C_38106,Healthcare,Payments,APAC,,698276.2909,159673.993,,,,592.6973454,,3,50,2,5,1,28.04849013,-99,1,20%,,0
,TECH,,LATAM,,,75535.85363,36,48.96536674,,,0.244872093,9,10,0,3,1,78.88240658,83,5,20,,0
,Energy,None,Middle East,50,9188.040326,10934.64683,12 months,7.446119991,96.13883581,581.9229441,0.098520784,5,,2,4,1,,12,1,0,,0
C_38109,Heathcare,Infra,,1000,86059.65902,,36,27.26026627,128.9362532,861.8062192,7.158206603,4,100,,3,,11.89080255,,1,,,0
C_38110,N/A,None,APAC,10000,3947880.826,76565.24228,,14.76884992,88.66550129,579.6157746,5.906648341,8,100,0,,0,25.36827665,-73,2,20%,,0
C_38111,TECH,E-commerce,North America,1000,41830.05182,125404.4505,36,,144.4795035,495.500669,10.16717298,6,10,1,4,0,55.09497231,-19,2,10,executive sponsor left,0
C_38112,Manufacturing,,North America,10000,29091.39519,,,3.148376828,138.9716393,564.5435279,7.370365552,7,,,,0,66.76730984,-58,0,5,,0
C_38113,Finanace,E-commerce,,,13633.32803,,36 mnth,38.67368186,155.355033,630.5339005,3.646175902,5,,3,3,,22.34494522,81,0,,,0
,Finanace,AI,,,88895.5269,74348.18028,12,0.341945085,89.5383327,870.211713,20.21332566,4,,2,3,,21.32875634,-14,2,,,0
,,Infra,,50,50830.64232,63309.317,24,86.57626892,105.5421806,483.0719047,9.681227241,4,5,1,6,1,,55,0,20,pricing issue,0
,Retail,AI,Europe,10000,172842.745,80352.36386,,,48.61327606,487.5646814,2.429323514,6,,,1,0,11.74107803,20,0,,,0
C_38117,Finance,Data,LATAM,500+,545361.4403,154738.6685,36,5.961548662,2.029295493,774.222527,10.66798414,9,50,2,3,2,15.38632636,99,0,0,,0
C_38118,Finance,,North America,,1422717.286,,12,,43.23400534,405.682857,0.867912814,9,,2,3,,25.42003322,-40,1,15,,0
C_38119,Finanace, none ,N. America,500,51193.72233,156852.1058,12 months,23.29821455,,,2.244486099,5,20,,3,0,,-56,0,15,bad experince,0
,SaaS,Cybersecurity,Middle East,200,,159256.0427,,8.097342172,214.4741241,584.1402798,2.877655131,6,,1,5,0,3.465314355,85,1,20,,0
C_38121, finanace,Infra,N. America,10000,35779.37781,,48,,143.3604676,414.1547766,21.20969461,2,50,0,7,0,52.60335966,90,1,15,satisfied,0
C_38122,SaaS,,EUrope,10000,12063.13063,62601.59329,36 mnth,33.69192761,128.2828184,688.1675757,10.02180223,5,5,,6,0,11.28105693,53,0,15, neutr@l ,0
C_38123,Finanace,Data,Europe,,59289.98419,,,0.520423294,156.1786105,163.9217725,7.810412645,4,20,3,5,0,,6,0,,,0
C_38124,Heathcare,,APAC,200,207409.7158,245365.2423,,15.75794432,33.58602064,547.2231799,5.889736525,5,,0,4,0,45.67649787,-85,0,10%,bad experince,1
C_38125,Healthcare,Cybersecurity,APAC,10000,226631.6101,73323.33788,,4.219761448,170.1598444,617.3539369,19.48062833,8,10,0,3,2,,27,3,10%,needs training,0
C_38126,Energy,,,5000,78493.74179,,,5.980074676,101.3667847,473.7153634,2.694652015,,,1,8,1,49.21375407,-22,0,20%,,0
C_38127,Manufacturing,Cybersecurity,APAC,1000,363401.2417,76729.14234,36,,69.87149514,422.4933154,2.402642244,,20,,2,,79.82462781,43,1,0,,0
,Heathcare,,,,136163.0368,53102.35551,,38.03318986,126.5327213,431.8133819,13.46435592,11,20,0,4,0,52.19376914,51,1,5,,0
,,,LATAM,200,6351.101552,176854.0936,36 mnth,12.18122141,7.503989123,563.7720053,,,10,0,3,,41.53762411,-15,1,,,0
C_38130,SaaS,Cybersecurity,Europe,5000,37431.91069,,24,9.364331021,39.14930973,727.3049765,1.117849474,3,,2,2,2,21.10007846,,3,15,,0
C_38131,Healthcare,Cybersecurity,,10000,282805.6007,79472.31913,,6.558351925,107.1902729,363.7627571,4.650965263,9,,2,,,,31,1,,bad experince,0
,Retail,Cybersecurity,Europe,,38375.75631,91638.32276,12 months,,97.24909299,758.1794055,22.69166593,7,20,1,2,,,85,3,10,renewal likely,0
C_38133,Manufacturing,Data,Middle East,,135025.3097,100626.3649,36,51.92521573,200.6724348,313.8240327,12.27844367,1,20,2,1,,4.505525076,-66,0,,integration problem,0
,Retail,Cybersecurity,Middle East,,613190.1386,71411.3091,48,,,435.0469272,6.530541496,,,,3,0,,-71,1,20,N/A,0
C_38135,SaaS,infra,North America,1k,9822.76333,84813.39298,36,39.93775197,,,19.21422043,4,10,2,6,,,-79,2,5,bad experince,0
C_38136,Retail,Cloud,,10k,45899.92523,61254.10187,12 months,21.25858732,136.9119941,504.0528976,4.713874961,4,10,1,5,2,65.84506789,1,,10,executive sponsor left,0
,Energy,None,LATAM,1k,,127969.9356,36 mnth,,206.5099525,536.15829,32.67441619,5,100,4,,0,79.31061,22,1,20,renewal likely,0
C_38138,SaaS,,North America,,33503.94286,27306.49982,,8.33535353,93.88830577,560.5342821,4.085518399,4,20,1,3,1,36.74765361,-63,0,,executive sponsor left,0
C_38139,Finanace,Data,middle east,500,21651.68374,82880.63742,36 mnth,14.71015276,58.56318356,677.5929729,3.116549374,7,,3,3,2,73.53932108,-61,0,10%,executive sponsor left,1
C_38140,Finance,E-commerce,EUrope,1k,64695.41931,96670.27609,12 months,,,344.5388643,13.22557439,4,,2,6,0,,,0,10,,0
C_38141,Finance,Payments,APAC,200,222114.9901,34557.61107,24,20.29922675,74.64994515,448.9625799,4.583081238,10,5,1,4,0,,52,,10%,,0
C_38142,SaaS,cloud,N. America,500,103271.3866,102722.4149,12 months,56.76727806,,358.1054846,9.636287572,8,20,0,2,2,46.59372694,31,0,20%,pricing issue,0
C_38143,N/A, @i ,N/A,500+,731864.7628,130434.3903,12 months,22.74482126,109.4876844,958.6637619,,7,,,3,0,41.90762239,70,,20%,pricing issue,0
C_38144,Retail,,APAC,1k,,58563.08201,48,45.34131274,139.5579929,728.3610985,19.19869191,5,100,3,3,1,35.80262372,84,3,10%,integration problem,0
C_38145,Energy,E-commerce,Europe,500,101607.9495,86006.27067,12,,22.43313533,349.8751203,17.7982625,5,10,1,4,,,58,1,20,,0
C_38146,,Cybersecurity,LATAM,5000,40591.03854,45892.24043,,34.00699526,,736.6862466,,6,100,1,2,,73.25289186,45,0,0,,0
C_38147,Finance,Infra,N. America,500+,36832.25078,98601.1221,,66.79998554,55.6132296,353.3413192,9.679701011,,5,2,3,0,30.08907396,4,1,,neutral,0
,SaaS,Cybersecurity,Middle East,500,10461.63466,119462.1829,,,87.86795777,,,7,10,1,3,0,69.64546205,,1,20,needs training,0
C_38149,Heathcare,AI,,,732811.7171,115807.0469,12,25.658809,276.6749907,449.5305846,10.70524934,4,,2,3,1,,-45,2,,needs training,0
,Retail,Cloud,EUrope,500+,65016.43096,,,33.85432175,74.12919226,532.1984622,8.571147773,3,5,,,0,,18,2,15,,0
C_38151,Technology,Payments,N. America,200,105170.0494,63193.56879,36 mnth,2.354456965,162.2120828,562.4042855,4.717067191,7,20,2,,,36.28691346,26,2,,low usage,0
