,Industry,Sub Industry,Region,Company size,Annual revenue(USD),Contract value(USD),Contract length(m),Product usage hours(3m),Product usage hours(12m),Login frequency(30d),Active users,Licensed users,Analyst calls(6m),Support tickets(6m),Support escalations(6m),Avg resolution time(hrs),Nps score,Survey response count(12m),Discount,Account notes,Churn flag,Tenure(d),missing_discount,missing_licensed_users,missing_avg_resolution,missing_contract,missing_tenure,missing_support_esc,missing_analyst_calls,missing_product_usage(3m),missing_product_usage(12m),missing_nps_score,missing_contract_length,Utilization ratio,Utilization Bin,Resolution_Time_Bucket,NPS_Category,tenure_bucket
40857,Technology,Infra,North America,50,6511.75,,,146.74,648.14,2.65,,,,4,1.0,41.68,-11,0,0.2,satisfied,0.0,450,0,1,0,1,0,0,1,0,0,0,1,,,24-48h,Detractor (-100 to 0),12-18 months
40858,Finance,None,Apac,10000,235817.56,,48,94.18,411.23,,5,5,0.0,2,1.0,98.6,-23,0,0.2,integration problem,0.0,,0,0,0,1,1,0,0,0,0,0,0,1.0,"(0.8, 1.0]",48h+,Detractor (-100 to 0),
40859,Retail,Payments,North America,500,43149.4,131243.07,,121.7,,10.69,,10,,3,0.0,37.68,25,,,executive sponsor left,0.0,719,1,0,0,0,0,0,1,0,1,0,1,,,24-48h,Passive (1 to 50),18-24 months
40860,Healthcare,Data,North America,50,61957.73,85810.33,,146.13,319.17,8.31,6,50,1.0,,,,90,1,0.05,,0.0,430,0,0,1,0,0,1,0,0,0,0,1,0.12,"(0.0, 0.2]",,Promoter (51 to 100),12-18 months
40861,Technology,Payments,North America,50,136529.36,74113.45,12,-7.55,406.48,6.04,4,20,,4,1.0,,-53,1,0.05,,0.0,821,0,0,1,0,0,0,1,0,0,0,0,0.2,"(0.0, 0.2]",,Detractor (-100 to 0),2-3 years
40862,Healthcare,Cloud,Latam,,99689.47,,36,,396.65,11.85,4,10,,5,0.0,50.84,-36,0,0.0,low usage,0.0,,0,0,0,1,1,0,1,1,0,0,0,0.4,"(0.2, 0.4]",48h+,Detractor (-100 to 0),
40863,Technology,Payments,,50,47799.61,,12,157.09,573.17,19.41,6,50,1.0,5,0.0,22.68,,0,,low usage,0.0,1594,1,0,0,1,0,0,0,0,0,1,0,0.12,"(0.0, 0.2]",12-24h,,3-5 years
40864,,E-commerce,Europe,,6088.02,,36,224.67,661.18,11.01,6,100,3.0,1,1.0,,-97,0,,pricing issue,0.0,226,1,0,1,1,0,0,0,0,0,0,0,0.06,"(0.0, 0.2]",,Detractor (-100 to 0),6-12 months
40865,Energy,Infra,,5000,,85086.43,12,214.38,272.42,2.14,4,5,4.0,0,0.0,31.62,43,3,0.2,satisfied,0.0,592,0,0,0,0,0,0,0,0,0,0,0,0.8,"(0.6, 0.8]",24-48h,Passive (1 to 50),18-24 months
40866,Technology,AI,Europe,500,118705.85,104304.82,12,140.31,,3.15,3,100,4.0,,0.0,83.37,,,0.1,low usage,0.0,,0,0,0,0,1,0,0,0,1,1,0,0.03,"(0.0, 0.2]",48h+,,
40867,Technology,,Apac,5000,45272.17,,,85.13,366.27,20.81,3,5,0.0,4,0.0,,-82,1,,renewal likely,0.0,1657,1,0,1,1,0,0,0,0,0,0,1,0.6,"(0.4, 0.6]",,Detractor (-100 to 0),3-5 years
40868,Technology,E-commerce,Europe,,256311.64,129725.06,36,91.72,334.34,18.49,2,,1.0,7,0.0,44.43,91,1,0.2,satisfied,0.0,255,0,1,0,0,0,0,0,0,0,0,0,,,24-48h,Promoter (51 to 100),6-12 months
40869,Finance,,,10000,156689.43,,12,161.06,769.46,10.26,6,10,0.0,3,0.0,,-51,,, pricing issue,0.0,105,1,0,1,1,0,0,0,0,0,0,0,0.6,"(0.4, 0.6]",,Detractor (-100 to 0),3-6 months
40870,,Payments,Apac,1000,396062.92,63056.95,24,30.55,715.65,7.93,9,,1.0,7,,74.87,14,2,0.2,,0.0,,0,1,0,0,1,1,0,0,0,0,0,,,48h+,Passive (1 to 50),
40871,Technology,Payments,Europe,,70447.32,131515.64,36,68.44,356.75,9.53,,10,1.0,,3.0,38.03,64,0,,,0.0,161,1,0,0,0,0,0,0,0,0,0,0,,,24-48h,Promoter (51 to 100),3-6 months
40872,,Cloud,Europe,50,148401.34,91266.2,24,,611.44,3.0,10,,5.0,,0.0,,3,2,,,0.0,85,1,1,1,0,0,0,0,1,0,0,0,,,,Passive (1 to 50),0-3 months
40873,Technology,Infra,North America,10000,219069.73,103895.88,12,112.68,541.33,2.55,8,10,,5,1.0,1.69,,0,0.1,executive sponsor left,0.0,795,0,0,0,0,0,0,1,0,0,1,0,0.8,"(0.6, 0.8]",<6h,,2-3 years
40874,Finance,Cybersecurity,Apac,200,1656.64,199740.95,48,142.39,854.71,10.91,11,,0.0,5,2.0,15.92,,0,0.1,,0.0,2029,0,1,0,0,0,0,0,0,0,1,0,,,12-24h,,5-10 years
40875,Technology,Cybersecurity,North America,,,48358.02,36,123.3,660.97,32.73,10,50,,,,86.29,-100,1,0.15,neutral,0.0,1517,0,0,0,0,0,1,1,0,0,0,0,0.2,"(0.0, 0.2]",48h+,Detractor (-100 to 0),3-5 years
40876,Technology,Data,Apac,5000,40794.36,65002.74,,135.07,763.18,43.61,1,100,1.0,4,2.0,58.6,-24,2,0.1,executive sponsor left,0.0,943,0,0,0,0,0,0,0,0,0,0,1,0.01,"(0.0, 0.2]",48h+,Detractor (-100 to 0),2-3 years
40877,Energy,,Latam,1000,,28289.55,,113.49,444.6,6.55,,,1.0,6,,35.23,81,2,,neutral,0.0,1470,1,1,0,0,0,1,0,0,0,0,1,,,24-48h,Promoter (51 to 100),3-5 years
40878,Manufacturing,,Middle East,200,17554.37,78765.75,36,,1020.71,7.77,2,10,2.0,0,0.0,62.95,31,0,,,0.0,587,1,0,0,0,0,0,0,1,0,0,0,0.2,"(0.0, 0.2]",48h+,Passive (1 to 50),18-24 months
40879,Finance,Infra,Middle East,500,33044.33,,24,51.36,557.72,22.74,,,2.0,5,2.0,74.1,81,,, needs training,0.0,545,1,1,0,1,0,0,0,0,0,0,0,,,48h+,Promoter (51 to 100),18-24 months
40880,Finance,,North America,5000,10403.76,130172.34,24,,634.92,5.37,5,100,,2,1.0,35.05,50,1,,,0.0,493,1,0,0,0,0,0,1,1,0,0,0,0.05,"(0.0, 0.2]",24-48h,Passive (1 to 50),12-18 months
40881,Saas,Data,Europe,,22548.24,139615.8,12,49.78,617.66,6.27,,,0.0,3,0.0,49.88,-12,,,,0.0,3008,1,1,0,0,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),5-10 years
40882,Technology,AI,Latam,5000,42568.36,,24,,595.93,0.71,10,,0.0,2,0.0,,64,,,bad experince,0.0,339,1,1,1,1,0,0,0,1,0,0,0,,,,Promoter (51 to 100),6-12 months
40883,,Infra,North America,1000,,123525.42,36,196.19,432.52,0.05,5,20,3.0,5,2.0,,-97,2,0.2,renewal likely,0.0,260,0,0,1,0,0,0,0,0,0,0,0,0.25,"(0.2, 0.4]",,Detractor (-100 to 0),6-12 months
40884,Saas,,Apac,,3262956.38,,,174.47,733.77,22.12,3,,2.0,4,1.0,76.8,34,0,0.1,bad experince,0.0,,0,1,0,1,1,0,0,0,0,0,1,,,48h+,Passive (1 to 50),
40885,Energy,Payments,Apac,,38312.36,94212.58,,169.83,52.62,,5,,1.0,1,1.0,25.93,-86,3,, b@d experince ,0.0,,1,1,0,0,1,0,0,0,0,0,1,,,24-48h,Detractor (-100 to 0),
40886,,Data,North America,500,41086.65,107040.22,,101.95,396.91,1.56,,10,2.0,4,,68.26,5,0,0.0,executive sponsor left,0.0,90,0,0,0,0,0,1,0,0,0,0,1,,,48h+,Passive (1 to 50),0-3 months
40887,Saas,,North America,5000,375959.26,96919.41,12,119.38,704.09,36.21,5,,0.0,3,,95.43,-20,0,0.2,bad experince,0.0,928,0,1,0,0,0,1,0,0,0,0,0,,,48h+,Detractor (-100 to 0),2-3 years
40888,Manufacturing,,,5000,94117.91,110670.42,,,103.48,0.86,7,50,1.0,3,1.0,14.78,18,0,0.15,low usage,0.0,645,0,0,0,0,0,0,0,1,0,0,1,0.14,"(0.0, 0.2]",12-24h,Passive (1 to 50),18-24 months
40889,Manufacturing,,North America,,378892.3,64943.34,36,100.14,698.17,12.16,7,,4.0,1,,,,1,,pricing issue,0.0,544,1,1,1,0,0,1,0,0,0,1,0,,,,,18-24 months
40890,Manufacturing,,North America,,64632.57,,,86.8,536.24,1.17,3,20,2.0,5,0.0,69.71,27,0,0.2,satisfied,0.0,117,0,0,0,1,0,0,0,0,0,0,1,0.15,"(0.0, 0.2]",48h+,Passive (1 to 50),3-6 months
40891,Healthcare,E-commerce,North America,200,68968.53,165735.67,48,98.19,613.47,7.27,5,,3.0,3,,,91,2,0.0,bad experince,0.0,29,0,1,1,0,0,1,0,0,0,0,0,,,,Promoter (51 to 100),0-3 months
40892,Finance,,,,94097.72,85806.93,36,102.11,804.53,22.28,5,,1.0,,1.0,,-52,2,,low usage,0.0,,1,1,1,0,1,0,0,0,0,0,0,,,,Detractor (-100 to 0),
40893,Energy,E-commerce,,1000,43282.63,,,137.33,490.49,26.31,4,5,2.0,,0.0,61.1,41,1,0.2,,0.0,1419,0,0,0,1,0,0,0,0,0,0,1,0.8,"(0.6, 0.8]",48h+,Passive (1 to 50),3-5 years
40894,Saas,,Latam,10000,137284.3,55865.1,,109.23,766.91,6.78,7,5,,,0.0,0.95,-79,0,0.0,pricing issue,0.0,564,0,0,0,0,0,0,1,0,0,0,1,1.4,,<6h,Detractor (-100 to 0),18-24 months
40895,Finance,,North America,10000,578709.65,89252.91,36,32.34,,9.02,6,100,,2,1.0,50.94,-17,1,0.15,,0.0,,0,0,0,0,1,0,1,0,1,0,0,0.06,"(0.0, 0.2]",48h+,Detractor (-100 to 0),
40896,Saas,Infra,Europe,50,1488809.41,,12,,683.66,0.44,3,50,,4,1.0,,48,3,0.0,integration problem,0.0,1949,0,0,1,1,0,0,1,1,0,0,0,0.06,"(0.0, 0.2]",,Passive (1 to 50),5-10 years
40897,,AI,North America,10000,10132.2,,36,52.68,574.08,2.25,4,50,1.0,,1.0,,,1,0.15,bad experince,0.0,907,0,0,1,1,0,0,0,0,0,1,0,0.08,"(0.0, 0.2]",,,2-3 years
40898,Saas,Cloud,North America,1000,,29496.16,,136.56,907.14,,6,100,1.0,5,,105.16,63,1,,executive sponsor left,0.0,1301,1,0,0,0,0,1,0,0,0,0,1,0.06,"(0.0, 0.2]",,Promoter (51 to 100),3-5 years
40899,Energy,E-commerce,Apac,200,,66411.28,36,80.38,635.98,0.19,8,,3.0,2,1.0,6.8,-28,2,0.15,,0.0,268,0,1,0,0,0,0,0,0,0,0,0,,,6-12h,Detractor (-100 to 0),6-12 months
40900,Retail,Cybersecurity,Latam,200,7223.83,98617.86,48,184.07,374.87,2.01,6,5,1.0,3,2.0,72.52,,0,,satisfied,0.0,1492,1,0,0,0,0,0,0,0,0,1,0,1.2,,48h+,,3-5 years
40901,Saas,,North America,10000,15947.03,66276.51,,,653.35,57.67,8,20,1.0,2,,5.95,4,0,0.1,,0.0,688,0,0,0,0,0,1,0,1,0,0,1,0.4,"(0.2, 0.4]",<6h,Passive (1 to 50),18-24 months
40902,Energy,Cybersecurity,Europe,500,,70217.94,,114.96,571.97,22.16,4,,,,1.0,73.58,-97,0,0.15,,0.0,,0,1,0,0,1,0,1,0,0,0,1,,,48h+,Detractor (-100 to 0),
40903,Technology,,North America,50,304799.46,,36,129.36,394.49,6.38,5,20,0.0,10,0.0,19.06,70,0,0.0,low usage,0.0,547,0,0,0,1,0,0,0,0,0,0,0,0.25,"(0.2, 0.4]",12-24h,Promoter (51 to 100),18-24 months
40904,Finance,,North America,500,91683.91,,36,74.42,531.65,14.68,9,5,,5,2.0,15.66,34,1,0.2,neutral,0.0,1281,0,0,0,1,0,0,1,0,0,0,0,1.8,,12-24h,Passive (1 to 50),3-5 years
40905,Manufacturing,AI,Middle East,500,85805.98,107000.76,36,,746.97,6.67,4,50,1.0,1,2.0,13.17,-21,1,0.2,,0.0,596,0,0,0,0,0,0,0,1,0,0,0,0.08,"(0.0, 0.2]",12-24h,Detractor (-100 to 0),18-24 months
40906,Technology,Payments,North America,,,124501.11,48,125.74,-1.86,3.0,9,5,2.0,6,1.0,,-87,2,0.05,,0.0,1697,0,0,1,0,0,0,0,0,0,0,0,1.8,,,Detractor (-100 to 0),3-5 years
40907,Saas,,Europe,,6762.04,126849.72,48,44.46,,,4,100,5.0,,1.0,63.91,62,0,0.05,needs training,0.0,2169,0,0,0,0,0,0,0,0,1,0,0,0.04,"(0.0, 0.2]",48h+,Promoter (51 to 100),5-10 years
40908,Energy,Cybersecurity,Apac,10000,83124.52,,24,113.14,433.76,2.97,6,5,1.0,6,1.0,,-11,,0.2,executive sponsor left,0.0,354,0,0,1,1,0,0,0,0,0,0,0,1.2,,,Detractor (-100 to 0),6-12 months
40909,Manufacturing,,Europe,5000,,43137.74,36,156.85,530.91,3.99,7,10,2.0,,1.0,9.6,-33,1,, needs training,0.0,278,1,0,0,0,0,0,0,0,0,0,0,0.7,"(0.6, 0.8]",6-12h,Detractor (-100 to 0),6-12 months
40910,Saas,Cloud,North America,500,88705.71,,,117.48,488.97,5.31,5,,0.0,3,2.0,45.2,92,2,,bad experince,0.0,222,1,1,0,1,0,0,0,0,0,0,1,,,24-48h,Promoter (51 to 100),6-12 months
40911,Retail,Cybersecurity,,5000,161278.87,105032.66,,,,5.64,5,20,,4,,78.0,-82,1,,,0.0,570,1,0,0,0,0,1,1,1,1,0,1,0.25,"(0.2, 0.4]",48h+,Detractor (-100 to 0),18-24 months
40912,Energy,Cloud,North America,,,120408.98,24,20.44,,0.06,5,,3.0,4,,,,1,0.1,,0.0,,0,1,1,0,1,1,0,0,1,1,0,,,,,
40913,,,North America,,199402.7,158021.78,12,123.33,,1.6,10,10,,4,0.0,33.46,52,0,0.05,low usage,0.0,,0,0,0,0,1,0,1,0,1,0,0,1.0,"(0.8, 1.0]",24-48h,Promoter (51 to 100),
40914,Technology,AI,Europe,5000,360531.1,130144.4,12,93.35,594.46,6.82,8,50,,3,1.0,37.36,,,0.2,pricing issue,0.0,1162,0,0,0,0,0,0,1,0,0,1,0,0.16,"(0.0, 0.2]",24-48h,,3-5 years
40915,Technology,,North America,500,406302.29,100304.88,36,75.12,,8.03,4,20,2.0,11,,45.65,-69,1,,needs training,0.0,945,1,0,0,0,0,1,0,0,1,0,0,0.2,"(0.0, 0.2]",24-48h,Detractor (-100 to 0),2-3 years
40916,Saas,Cybersecurity,Latam,1000,63299.48,68412.2,,104.62,638.19,50.87,3,,1.0,5,1.0,96.37,-78,1,0.05,low usage,0.0,99,0,1,0,0,0,0,0,0,0,0,1,,,48h+,Detractor (-100 to 0),3-6 months
40917,Retail,Infra,Apac,,,,12,131.67,1.54,8.4,1,100,3.0,4,1.0,5.55,,4,,needs training,0.0,1030,1,0,0,1,0,0,0,0,0,1,0,0.01,"(0.0, 0.2]",<6h,,2-3 years
40918,Saas,AI,Europe,10000,93642.6,89474.76,36,197.63,293.54,0.67,1,100,,5,,,-30,2,0.2,,0.0,1478,0,0,1,0,0,1,1,0,0,0,0,0.01,"(0.0, 0.2]",,Detractor (-100 to 0),3-5 years
40919,,Data,North America,10000,34160.24,60175.99,12,,482.04,7.43,5,100,5.0,3,0.0,83.11,-39,,,renewal likely,0.0,,1,0,0,0,1,0,0,1,0,0,0,0.05,"(0.0, 0.2]",48h+,Detractor (-100 to 0),
40920,Energy,Payments,Europe,,10386.89,98620.37,48,,678.52,2.04,,50,2.0,1,0.0,16.94,-36,3,,bad experince,0.0,710,1,0,0,0,0,0,0,1,0,0,0,,,12-24h,Detractor (-100 to 0),18-24 months
40921,Saas,,Middle East,10000,69344.64,108188.08,36,67.85,,10.66,,10,1.0,6,1.0,,-77,0,,,0.0,564,1,0,1,0,0,0,0,0,1,0,0,,,,Detractor (-100 to 0),18-24 months
40922,Healthcare,Payments,Europe,50,343839.25,86122.96,,41.67,265.62,8.72,5,5,,,0.0,25.64,40,3,0.2,,0.0,1891,0,0,0,0,0,0,1,0,0,0,1,1.0,"(0.8, 1.0]",24-48h,Passive (1 to 50),5-10 years
40923,Technology,,Latam,200,54378.81,,48,109.04,607.8,8.91,6,100,3.0,4,4.0,21.84,39,2,, bad experince,0.0,670,1,0,0,1,0,0,0,0,0,0,0,0.06,"(0.0, 0.2]",12-24h,Passive (1 to 50),18-24 months
40924,Energy,Data,,1000,,77819.92,24,98.16,,6.45,6,50,0.0,5,0.0,36.66,47,1,0.1,satisfied,0.0,96,0,0,0,0,0,0,0,0,1,0,0,0.12,"(0.0, 0.2]",24-48h,Passive (1 to 50),3-6 months
40925,,,,1000,,,12,195.83,571.18,13.02,6,20,1.0,4,0.0,20.87,63,0,0.2,renewal likely,0.0,1668,0,0,0,1,0,0,0,0,0,0,0,0.3,"(0.2, 0.4]",12-24h,Promoter (51 to 100),3-5 years
40926,Finance,AI,,5000,,75649.66,48,200.49,,3.49,6,5,0.0,3,0.0,68.71,,3,0.0,,0.0,624,0,0,0,0,0,0,0,0,1,1,0,1.2,,48h+,,18-24 months
40927,Energy,,North America,5000,17186.18,35966.12,12,,,3.94,0,,,6,,55.35,3,2,0.1,,0.0,170,0,1,0,0,0,1,1,1,1,0,0,,,48h+,Passive (1 to 50),3-6 months
40928,,Infra,,1000,26989.27,134119.7,36,191.26,546.9,2.39,5,50,4.0,5,,,32,1,0.0,needs training,0.0,820,0,0,1,0,0,1,0,0,0,0,0,0.1,"(0.0, 0.2]",,Passive (1 to 50),2-3 years
40929,,None,Latam,10000,335071.64,123077.81,24,,448.21,11.43,,50,1.0,,0.0,33.69,27,0,,needs training,0.0,,1,0,0,0,1,0,0,1,0,0,0,,,24-48h,Passive (1 to 50),
40930,Finance,,North America,5000,,70083.0,12,193.25,632.07,2.04,4,,1.0,6,1.0,26.28,98,0,,low usage,0.0,2,1,1,0,0,0,0,0,0,0,0,0,,,24-48h,Promoter (51 to 100),0-3 months
40931,Finance,,North America,500,260347.62,110075.82,12,54.39,420.79,2.0,5,5,,2,0.0,87.53,24,1,, neutral ,0.0,91,1,0,0,0,0,0,1,0,0,0,0,1.0,"(0.8, 1.0]",48h+,Passive (1 to 50),3-6 months
40932,Manufacturing,Cloud,Europe,10000,160605.06,,,190.51,572.03,22.6,7,10,3.0,5,0.0,25.42,-37,0,0.05,,0.0,2331,0,0,0,1,0,0,0,0,0,0,1,0.7,"(0.6, 0.8]",24-48h,Detractor (-100 to 0),5-10 years
40933,Saas,Payments,Europe,1000,108459.9,37664.63,12,210.2,425.12,13.77,6,10,2.0,,1.0,,,1,0.05,executive sponsor left,0.0,1884,0,0,1,0,0,0,0,0,0,1,0,0.6,"(0.4, 0.6]",,,5-10 years
40934,Technology,Infra,North America,50,113011.88,,36,151.26,497.62,1.11,5,50,2.0,3,0.0,52.46,-7,0,0.1,,0.0,344,0,0,0,1,0,0,0,0,0,0,0,0.1,"(0.0, 0.2]",48h+,Detractor (-100 to 0),6-12 months
40935,,,Apac,500,31352.23,52585.53,36,,690.21,2.85,7,20,1.0,4,,,-57,2,,integration problem,0.0,174,1,0,1,0,0,1,0,1,0,0,0,0.35,"(0.2, 0.4]",,Detractor (-100 to 0),3-6 months
40936,Saas,,,,43563.78,,,185.32,331.01,2.85,6,,2.0,2,0.0,53.06,-19,,0.2,,0.0,,0,1,0,1,1,0,0,0,0,0,1,,,48h+,Detractor (-100 to 0),
40937,Healthcare,,North America,1000,90498.01,13414.05,24,-5.85,666.27,71.24,4,,0.0,3,2.0,42.48,5,1,0.0,,0.0,,0,1,0,0,1,0,0,0,0,0,0,,,24-48h,Passive (1 to 50),
40938,Manufacturing,Payments,,10000,172671.63,,36,78.05,301.93,3.39,2,20,3.0,0,0.0,42.34,-75,0,0.05,neutral,0.0,138,0,0,0,1,0,0,0,0,0,0,0,0.1,"(0.0, 0.2]",24-48h,Detractor (-100 to 0),3-6 months
40939,Technology,,Europe,10000,,-9553.96,,232.21,346.17,0.72,6,10,1.0,6,1.0,35.0,-40,1,0.05,,0.0,529,0,0,0,0,0,0,0,0,0,0,1,0.6,"(0.4, 0.6]",24-48h,Detractor (-100 to 0),12-18 months
40940,Technology,E-commerce,North America,500,,156314.25,36,,195.57,1.36,7,,,5,,30.92,-76,2,,renewal likely,0.0,,1,1,0,0,1,1,1,1,0,0,0,,,24-48h,Detractor (-100 to 0),
40941,,E-commerce,Middle East,1000,63818.3,99153.08,,80.91,345.81,18.07,6,100,4.0,6,1.0,51.6,-54,0,0.2,pricing issue,0.0,250,0,0,0,0,0,0,0,0,0,0,1,0.06,"(0.0, 0.2]",48h+,Detractor (-100 to 0),6-12 months
40942,Finance,AI,Europe,500,69337.56,107817.17,,155.63,,6.88,11,100,0.0,6,,72.08,,1,0.05,,0.0,907,0,0,0,0,0,1,0,0,1,1,1,0.11,"(0.0, 0.2]",48h+,,2-3 years
40943,,Infra,Apac,200,,29986.91,12,86.17,302.85,2.81,6,,1.0,,,10.8,,3,0.05,neutral,0.0,,0,1,0,0,1,1,0,0,0,1,0,,,6-12h,,
40944,Finance,Data,Middle East,50,14458.41,114890.6,12,188.02,696.14,5.66,2,20,0.0,2,0.0,74.32,,2,,bad experince,0.0,2358,1,0,0,0,0,0,0,0,0,1,0,0.1,"(0.0, 0.2]",48h+,,5-10 years
40945,Healthcare,Payments,North America,1000,305547.19,127688.4,12,121.19,875.07,28.27,6,,,1,1.0,,,2,,pricing issue,0.0,52,1,1,1,0,0,0,1,0,0,1,0,,,,,0-3 months
40946,,,Middle East,10000,24695.15,196184.46,24,77.72,571.85,9.5,,5,1.0,3,,111.15,78,1,0.15,neutral,0.0,,0,0,0,0,1,1,0,0,0,0,0,,,,Promoter (51 to 100),
40947,Retail,,Europe,1000,59765.84,171697.43,12,163.55,497.65,0.4,5,,1.0,3,1.0,59.86,-21,,0.1,renewal likely,0.0,304,0,1,0,0,0,0,0,0,0,0,0,,,48h+,Detractor (-100 to 0),6-12 months
40948,Retail,,North America,,153148.18,63014.97,48,62.94,213.36,,5,5,1.0,5,0.0,38.03,3,0,,,0.0,738,1,0,0,0,0,0,0,0,0,0,0,1.0,"(0.8, 1.0]",24-48h,Passive (1 to 50),2-3 years
40949,Saas,,North America,500,83236.87,-5177.76,12,62.14,828.28,4.85,5,,0.0,1,2.0,,48,4,,needs training,1.0,2972,1,1,1,0,0,0,0,0,0,0,0,,,,Passive (1 to 50),5-10 years
40950,Technology,Payments,North America,,29666.7,10581.39,36,246.02,674.12,1.69,8,100,1.0,1,2.0,,-5,0,,satisfied,0.0,106,1,0,1,0,0,0,0,0,0,0,0,0.08,"(0.0, 0.2]",,Detractor (-100 to 0),3-6 months
40951,Healthcare,Data,North America,1000,,77416.87,24,131.31,330.41,3.93,6,,0.0,4,1.0,21.63,,0,0.1,,0.0,125,0,1,0,0,0,0,0,0,0,1,0,,,12-24h,,3-6 months
40952,Energy,,Apac,1000,333818.86,,12,,741.87,,4,5,,3,0.0,13.43,-39,1,,neutral,0.0,,1,0,0,1,1,0,1,1,0,0,0,0.8,"(0.6, 0.8]",12-24h,Detractor (-100 to 0),
40953,Healthcare,E-commerce,Latam,500,168383.82,104723.07,,134.35,698.12,5.8,6,,,3,1.0,81.94,-32,2,0.1,needs training,0.0,,0,1,0,0,1,0,1,0,0,0,1,,,48h+,Detractor (-100 to 0),
40954,Manufacturing,E-commerce,Middle East,5000,55454.76,,48,98.95,426.92,0.06,8,5,1.0,4,0.0,43.64,34,0,0.0,needs training,0.0,1386,0,0,0,1,0,0,0,0,0,0,0,1.6,,24-48h,Passive (1 to 50),3-5 years
40955,Finance,Infra,Europe,50,15900.59,91640.27,12,105.33,,,8,50,2.0,4,0.0,50.85,81,1,0.15,executive sponsor left,0.0,213,0,0,0,0,0,0,0,0,1,0,0,0.16,"(0.0, 0.2]",48h+,Promoter (51 to 100),6-12 months
40956,Finance,Data,Europe,500,110133.47,-8602.47,12,137.57,346.59,0.12,7,5,2.0,1,0.0,58.0,-77,,0.2,bad experince,0.0,1399,0,0,0,0,0,0,0,0,0,0,0,1.4,,48h+,Detractor (-100 to 0),3-5 years
40957,Saas,,Europe,,696041.26,43743.76,48,101.58,509.26,11.38,6,10,2.0,,1.0,64.52,73,0,0.15,neutral,0.0,1124,0,0,0,0,0,0,0,0,0,0,0,0.6,"(0.4, 0.6]",48h+,Promoter (51 to 100),3-5 years
40958,Technology,Cloud,Latam,5000,40353.27,55221.91,24,43.13,,2.39,6,20,,2,,12.54,32,0,,integration problem,0.0,205,1,0,0,0,0,1,1,0,1,0,0,0.3,"(0.2, 0.4]",12-24h,Passive (1 to 50),6-12 months
40959,Finance,Cloud,Europe,50,57511.74,108026.14,48,48.13,,2.25,6,20,1.0,1,1.0,,-75,1,0.1,,0.0,64,0,0,1,0,0,0,0,0,1,0,0,0.3,"(0.2, 0.4]",,Detractor (-100 to 0),0-3 months
40960,Energy,AI,Latam,500,48071.68,163297.07,24,30.0,478.16,42.73,5,100,2.0,2,0.0,,63,1,0.1,executive sponsor left,0.0,60,0,0,1,0,0,0,0,0,0,0,0,0.05,"(0.0, 0.2]",,Promoter (51 to 100),0-3 months
40961,Retail,AI,Europe,200,314776.87,,36,120.59,651.9,22.59,6,100,1.0,4,1.0,21.4,,0,0.15,renewal likely,0.0,202,0,0,0,1,0,0,0,0,0,1,0,0.06,"(0.0, 0.2]",12-24h,,6-12 months
40962,,E-commerce,North America,500,40135.58,,,123.57,649.18,0.2,8,10,4.0,3,0.0,,-18,0,0.1,executive sponsor left,0.0,3086,0,0,1,1,0,0,0,0,0,0,1,0.8,"(0.6, 0.8]",,Detractor (-100 to 0),5-10 years
40963,Manufacturing,,Middle East,50,49433.3,57950.92,12,135.06,355.06,8.3,9,,2.0,5,,99.06,-87,0,,,0.0,345,1,1,0,0,0,1,0,0,0,0,0,,,48h+,Detractor (-100 to 0),6-12 months
40964,Energy,Infra,Europe,,332269.27,106590.35,,109.74,,1.39,5,10,0.0,2,0.0,70.33,9,0,,low usage,0.0,27,1,0,0,0,0,0,0,0,1,0,1,0.5,"(0.4, 0.6]",48h+,Passive (1 to 50),0-3 months
40965,Finance,Payments,,1000,37579.26,147289.06,36,83.13,828.23,,7,,0.0,3,0.0,18.88,-44,0,0.0,,0.0,467,0,1,0,0,0,0,0,0,0,0,0,,,12-24h,Detractor (-100 to 0),12-18 months
40966,Healthcare,Infra,,1000,1052914.73,114640.08,,153.91,666.66,5.66,8,,,3,1.0,49.14,-34,,,renewal likely,0.0,,1,1,0,0,1,0,1,0,0,0,1,,,48h+,Detractor (-100 to 0),
40967,,AI,Apac,1000,7315.31,,36,107.62,285.6,9.86,1,,1.0,4,2.0,30.9,-7,1,0.1,,0.0,341,0,1,0,1,0,0,0,0,0,0,0,,,24-48h,Detractor (-100 to 0),6-12 months
40968,Retail,AI,,500,19602.65,128012.51,12,176.18,369.81,7.13,4,50,,1,,,18,0,,renewal likely,0.0,3760,1,0,1,0,0,1,1,0,0,0,0,0.08,"(0.0, 0.2]",,Passive (1 to 50),10+ years
40969,Retail,Cloud,North America,,114211.55,39966.32,36,,339.1,11.19,3,,,8,1.0,9.63,-43,2,0.05,,0.0,,0,1,0,0,1,0,1,1,0,0,0,,,6-12h,Detractor (-100 to 0),
40970,Healthcare,,Europe,500,275966.2,165997.29,24,63.01,578.02,16.16,7,,,1,0.0,74.89,74,3,0.0,pricing issue,0.0,88,0,1,0,0,0,0,1,0,0,0,0,,,48h+,Promoter (51 to 100),0-3 months
