client_id,industry,region,sub_industry,revenue,tenure_months,employee_count,account_tier,monthly_logins_3m,monthly_logins_12m,downloads_3m,downloads_12m,inquiries_3m,inquiries_12m,webinar_attendance_12m,analyst_calls_12m,portal_time_spent_3m,portal_time_spent_12m,report_views_3m,report_views_12m,benchmarking_participation,active_users_count,feature_adoption_score,tickets_raised_12m,avg_ticket_resolution_time,ticket_satisfaction_score,escalations_12m,onboarding_score,renewal_meetings_attended,nps_score,satisfaction_score,relationship_strength,decision_maker_engagement,churn_flag
C7601,BFSI,EMEA,SubIndustry_18,800.272501,146,,Silver,31,11,27,40,0,13,4,3,133.8831113,318.0653926,,4,no,35,92.97340329,6,92.84570099,4,0,0.87437639,10,47,1,5,1,0
C7602,Retail,NA,SubIndustry_28,622.8433831,72,47733,Gold,23,43,43,31,0,7,0,5,235.6791605,289.0264977,,3,yes,25,91.50792648,0,39.67498863,1,1,0.782569731,4,-35,1,3,0,0
C7603,Pharma,EMEA,SubIndustry_2,546.8470822,3,12125,Bronze,8,14,25,19,0,7,1,3,207.7166795,733.7784668,,5,no,16,93.43491165,3,89.43572109,5,2,,2,-35,,3,1,1
C7604,BFSI,NA,SubIndustry_20,413.6134061,54,22193,Gold,6,33,15,38,2,7,0,1,148.1589463,531.17979,1,2,no,41,,4,81.08797455,3,0,,,,3,3,2,0
C7605,Manufacturing,NA,SubIndustry_19,579.441662,119,34703,Silver,9,17,14,37,1,3,1,3,105.7716699,647.0575499,,5,N,27,98.03413417,0,13.44397489,5,,0.695010632,4,32,1,1,0,0
C7606,,NA,SubIndustry_20,314.3628741,142,388,Silver,13,29,13,26,2,2,3,2,104.5367571,670.1349262,1,7,no,12,61.67296129,4,71.99427393,4,0,0.675187272,3,,1,5,0,0
C7607,Manufacturing,EMEA,SubIndustry_1,480.0549305,34,26692,Gold,35,33,34,34,0,4,2,3,117.8925982,852.1374074,0,3,1,35,56.46953425,2,,,0,0.198060754,,-64,,3,0,0
C7608,,EMEA,SubIndustry_26,,127,5853,Gold,,41,31,18,1,5,3,,130.1887667,172.5272211,0,8,1,32,13.73858816,4,29.8792935,2,0,0.759012587,20,-99,4,4,0,0
,BFSI,EMEA,SubIndustry_16,953.297931,126,6608,Silver,6,24,27,6,0,9,1,5,117.9898309,311.9076617,1,5,Y,40,60.02569566,5,61.60215276,4,0,0.087679521,0,-7,9,,1,0
C7610,BFSI,NA,SubIndustry_20,793.9895512,1,960,Silver,13,26,23,41,1,6,2,0,,675.2639561,4,5,1,3,,4,64.63841745,4,0,0.270836119,0,93,3,1,1,0
C7611,BFSI,NA,SubIndustry_10,712.6094968,176,47220,Silver,9,21,30,40,1,5,,,160.7967212,467.7595185,3,4,Y,3,,1,19.18963138,3,0,0.60020526,2,63,5,5,2,0
C7612,Pharma,APAC,SubIndustry_0,201.9377956,99,13060,,3,22,2,9,0,4,3,4,26.70179062,762.6993128,0,6,no,49,,1,67.1875731,3,1,0.288475257,5,64,2,1,2,1
C7613,,NA,SubIndustry_18,672.8314225,10,25479,Bronze,,34,20,11,,0,0,3,,584.7938417,4,3,yes,35,70.33012777,1,44.40939816,3,0,0.200771063,20,,10,5,1,0
C7614,BFSI,APAC,SubIndustry_7,537.533335,83,20704,Silver,33,0,16,33,2,,2,5,49.64771035,739.275659,1,3,Y,22,20.42512117,2,79.29741185,4,0,0.210305795,4,99,1,,1,0
C7615,Retail,NA,SubIndustry_10,744.6920279,,24453,Gold,0,15,0,7,,0,2,3,121.4545228,764.5409178,1,2,0,,9.950642745,6,56.63353981,5,0,0.182641063,5,-29,5,3,1,1
C7616,BFSI,EMEA,SubIndustry_7,564.479019,,,Silver,37,8,31,44,3,4,1,,217.0142601,668.9499994,1,3,N,39,87.62377646,1,57.92813367,1,1,0.648678486,1,-22,,5,,1
,Manufacturing,EMEA,SubIndustry_24,498.6564668,127,28712,Gold,22,9,21,47,0,6,1,2,167.1183509,,1,,Y,8,27.3064851,3,53.35730736,2,0,0.318125173,1,-42,3,1,,0
,Pharma,LATAM,,546.7568593,99,37432,Silver,22,37,24,1,0,3,1,2,56.19913481,626.2221268,4,7,Y,37,42.22178514,4,58.54964747,1,0,0.07531593,2,77,4,4,1,0
C7619,,NA,SubIndustry_19,138.8733417,66,33714,Gold,16,4,21,30,0,4,2,3,106.6491957,307.5180714,0,3,1,,73.58562719,3,27.00307246,3,0,0.443944239,20,-13,,5,2,0
C7620,Technology,NA,SubIndustry_5,346.5193456,3,8474,Silver,21,22,6,11,1,7,0,5,194.8168911,815.8673321,1,9,0,6,77.22835425,6,20.74899101,,0,,,67,9,4,1,0
C7621,Retail,EMEA,SubIndustry_6,574.6671077,143,35576,Silver,18,4,,16,0,1,1,,142.2115226,329.7952275,4,3,1,46,,2,,4,0,0.841134798,2,38,5,3,0,0
,BFSI,LATAM,SubIndustry_20,727.8776717,,31510,Silver,,23,5,,,4,1,4,63.55482223,841.583043,1,6,N,49,71.59744395,5,76.78814448,2,0,0.715855434,4,-61,,2,2,1
C7623,Manufacturing,LATAM,SubIndustry_12,389.9013767,105,41834,Gold,12,18,10,26,0,,2,3,94.46544927,489.262425,,7,,38,18.83018276,2,53.83014798,,0,0.819026139,20,-70,5,3,2,0
C7624,Retail,EMEA,SubIndustry_6,491.838624,175,,,29,8,22,25,0,3,1,3,178.6908216,511.0567839,1,6,,48,73.37207523,4,15.42078427,5,1,0.612754706,,89,5,5,2,0
C7625,Manufacturing,EMEA,SubIndustry_10,179.8015111,92,33515,Bronze,11,35,41,14,0,3,1,9,159.5095346,1023.025096,2,4,,32,55.80506044,5,9.556230925,3,,0.279772309,4,40,7,3,1,0
C7626,Technology,EMEA,SubIndustry_9,791.8621627,130,48972,Silver,,7,10,42,0,1,0,5,21.01793238,,0,,N,9,27.25148803,3,33.63989732,5,0,,0,40,,2,1,0
C7627,Retail,EMEA,SubIndustry_7,722.7483464,158,,Silver,28,9,,,1,7,0,3,135.9622173,1010.87535,0,6,Y,23,63.95208773,2,85.56495104,1,,0.406964553,0,-89,4,,2,0
C7628,Pharma,EMEA,SubIndustry_9,,166,33065,Gold,27,4,11,,0,5,0,3,153.0246517,315.2380364,,4,no,43,30.73829111,,,1,0,0.490395348,20,40,2,,2,0
C7629,Technology,APAC,SubIndustry_21,581.3612375,5,,Gold,26,15,30,2,,4,2,3,199.1502522,560.4623657,,,1,35,24.38492189,3,64.09170043,4,0,0.083118153,1,-86,6,1,2,0
C7630,Retail,APAC,SubIndustry_10,810.509813,134,34737,Gold,24,1,27,10,1,4,,3,,349.6242526,2,9,no,39,55.58982937,,32.80911797,1,1,0.715019573,10,13,5,4,0,0
C7631,Manufacturing,EMEA,SubIndustry_19,338.9978017,,,Silver,,32,16,46,1,1,3,4,210.201712,660.8046752,2,,1,20,93.91629569,2,71.08427653,3,0,0.898982583,5,61,,1,2,0
C7632,BFSI,EMEA,SubIndustry_16,317.3676887,,24766,Gold,25,48,9,15,1,1,5,4,29.6462561,555.9475907,1,,yes,9,42.35831392,9,23.82216748,3,1,0.750584715,3,-67,,4,0,0
C7633,Pharma,EMEA,SubIndustry_10,,,37010,,14,,3,20,1,,3,3,168.5527111,782.1326879,3,7,yes,17,55.20880306,4,28.07690989,4,1,0.488082142,20,88,10,2,2,0
C7634,Manufacturing,EMEA,SubIndustry_15,,152,,Gold,10,40,36,10,0,9,2,4,307.4158928,412.4882305,2,4,1,38,59.83573251,,8.068819036,2,0,0.542784414,1,-44,7,,0,0
C7635,BFSI,EMEA,SubIndustry_4,261.3008828,153,11569,Bronze,19,6,24,10,,4,1,6,149.1449442,933.2404576,2,6,Y,12,68.90951666,3,,3,0,0.839405909,10,-85,3,2,1,0
C7636,BFSI,,SubIndustry_9,393.7280237,26,1427,Silver,,18,34,28,1,2,1,2,125.2384933,,2,6,,37,19.19161164,2,67.99416004,1,1,0.995474002,,62,9,4,0,0
C7637,Manufacturing,NA,SubIndustry_25,837.8186262,,14363,Gold,31,13,31,17,1,2,,2,107.9559442,537.499184,,11,1,16,13.46668146,,44.19017712,5,0,0.819513147,10,-97,1,3,2,0
C7638,BFSI,EMEA,SubIndustry_25,582.3334656,,23589,Gold,27,4,51,4,1,4,0,3,190.7544756,,1,6,no,8,,1,64.268821,2,0,0.6519378,20,,6,1,2,0
C7639,BFSI,APAC,SubIndustry_19,657.4323036,46,23052,Gold,26,17,13,24,0,6,0,4,155.9340174,598.1277288,1,9,yes,36,4.319247826,,19.47764541,2,0,0.514529509,3,-91,2,4,2,0
C7640,Retail,NA,,268.1906915,174,35681,Silver,4,20,14,6,,5,3,1,205.1475477,529.5193685,2,,0,13,73.64725246,4,21.22055172,1,0,0.845755609,5,69,5,3,2,1
C7641,BFSI,EMEA,,631.3289049,43,9792,Gold,24,14,25,30,,5,1,6,244.1133947,500.4641744,,4,0,34,17.17119451,5,38.00955065,4,0,0.783387769,4,-27,3,5,2,1
C7642,Retail,NA,SubIndustry_8,216.0916908,161,14228,Bronze,37,25,36,12,0,0,1,,132.6891626,936.204104,,6,,,83.93919745,3,24.02804746,3,0,0.416227714,2,86,,1,0,0
,BFSI,NA,SubIndustry_2,,21,25433,Gold,12,17,,7,1,3,1,5,150.3672163,501.1252157,2,7,,,10.22366135,4,30.38067709,5,1,,3,60,3,2,,0
C7644,BFSI,LATAM,SubIndustry_2,645.364792,,11681,,20,12,11,10,1,6,3,6,109.6112016,249.4089085,1,5,,49,25.80323316,1,59.42304893,3,0,0.647702117,10,39,7,3,2,0
,Manufacturing,APAC,SubIndustry_9,786.8890339,12,21064,Bronze,13,23,17,5,0,5,2,2,152.2102289,,1,7,no,41,53.08534218,1,43.63921684,1,0,0.013260404,5,-85,5,4,2,1
C7646,Retail,NA,SubIndustry_6,449.2427849,101,2362,Silver,2,32,20,29,,10,2,,185.3829369,622.1250514,0,7,yes,37,27.71172089,,53.75730779,4,0,0.019798799,5,,1,2,2,0
C7647,BFSI,APAC,SubIndustry_1,390.6898636,149,8546,Bronze,12,25,30,44,3,1,4,6,107.010365,719.3112494,,10,1,40,21.80458294,0,66.14563408,3,,0.811436442,,-73,4,5,1,0
C7648,BFSI,NA,,842.1697312,141,,Silver,21,18,40,29,1,,2,3,,1018.043081,0,12,,19,92.56813166,4,58.11890998,5,0,0.216604756,0,-82,9,2,2,0
,Retail,LATAM,SubIndustry_7,461.0433262,117,,Gold,45,23,32,19,1,6,,0,88.77825535,538.7480895,2,3,0,,,5,38.68865963,,1,0.27736728,0,87,5,5,1,1
C7650,BFSI,NA,SubIndustry_11,486.8462553,33,11082,Bronze,,49,21,18,0,,5,,120.1456916,419.9916154,,2,N,43,96.98280192,3,53.18144175,3,0,0.163284916,4,53,8,2,0,0
C7651,BFSI,NA,SubIndustry_29,838.7914453,76,44943,Gold,19,7,22,13,0,0,1,2,120.7822717,398.6967127,3,,,48,15.70079428,3,49.91925983,4,0,0.009080112,1,-82,3,1,2,0
C7652,BFSI,EMEA,SubIndustry_21,429.2830374,,,Gold,,24,21,2,1,5,3,5,159.581813,680.0102659,3,3,no,33,89.77686101,2,53.04020424,3,0,0.372973907,1,-30,,4,1,1
C7653,Technology,APAC,SubIndustry_29,369.1944781,158,8377,Gold,29,29,48,37,0,7,1,3,135.991175,738.1769959,,4,Y,31,58.49210072,7,,1,0,,0,8,5,2,2,0
C7654,Technology,NA,SubIndustry_28,,,6681,Gold,28,8,,12,2,1,1,4,,605.3771632,4,7,Y,1,11.14767384,4,34.26100025,1,0,0.507321368,0,92,2,2,2,0
C7655,Technology,APAC,SubIndustry_8,357.6287691,82,28896,Silver,29,16,4,19,2,6,1,2,75.34303913,940.7831112,1,,0,41,71.64783492,,31.02368213,,0,0.259689224,2,10,7,3,2,0
C7656,Manufacturing,NA,SubIndustry_10,471.0796924,144,31399,Gold,13,,17,,1,8,0,3,61.37692056,600.7231218,3,5,yes,4,14.50946865,3,33.12040427,,0,0.323296773,,23,8,5,0,0
C7657,Manufacturing,LATAM,,,45,19466,Silver,,2,8,15,0,3,0,3,87.64913739,355.6798869,5,3,Y,,26.83338738,4,72.66463575,2,,0.623339933,0,56,9,2,0,0
C7658,Retail,NA,SubIndustry_19,,129,31107,Gold,26,,36,24,1,4,2,3,133.0587248,,2,8,no,15,,2,58.53039851,,0,0.322355335,4,93,3,2,2,0
,Manufacturing,LATAM,SubIndustry_22,513.6194974,28,18840,Bronze,13,3,4,56,1,10,4,2,103.719699,273.9341399,1,,N,9,80.62544056,3,,2,0,0.797259148,10,-12,,3,1,0
C7660,BFSI,EMEA,SubIndustry_16,693.6040549,44,35883,Gold,,41,11,12,,3,3,3,50.10544212,424.8798394,0,,no,5,33.87156204,6,43.46002752,2,0,0.011329715,5,87,,1,0,0
,Manufacturing,,SubIndustry_12,671.4513073,67,24053,Gold,16,8,12,34,1,3,3,0,82.8167763,317.9692479,1,6,,27,83.55009834,4,77.4560381,,1,0.034328666,3,48,,3,0,0
,Technology,LATAM,SubIndustry_0,610.3036017,107,47808,Gold,1,,,,1,1,4,6,121.1763264,329.4308687,1,,Y,41,,6,31.5310524,2,0,0.876680841,0,,4,5,2,0
C7663,Retail,LATAM,SubIndustry_0,578.8511386,167,31024,Silver,40,10,7,36,0,0,2,2,16.0035373,297.5509465,3,10,,35,79.19310223,3,31.30463724,1,0,0.064098047,20,66,7,5,2,0
C7664,Retail,EMEA,,485.3491772,10,,Gold,13,46,15,29,0,4,3,2,89.41039574,881.1022677,1,4,no,32,34.77482307,7,42.13324273,3,0,0.176365326,2,-95,10,2,,1
C7665,BFSI,,SubIndustry_7,621.9111938,51,7936,Silver,,43,35,,0,5,3,4,167.678963,854.6219909,1,5,no,44,31.85291385,,20.995231,5,0,,,1,10,3,0,0
C7666,Manufacturing,EMEA,SubIndustry_12,277.5335653,109,46477,Silver,25,47,24,3,0,,0,1,105.3900789,611.1783843,0,6,,,24.10523393,6,,2,0,0.258759053,10,35,5,1,1,0
C7667,Manufacturing,EMEA,SubIndustry_5,30.20678563,142,28296,Gold,43,15,27,11,0,4,3,7,211.6405408,764.6323953,0,8,yes,27,47.77435908,2,48.3489743,3,0,0.62494626,1,-44,2,3,2,0
,Technology,EMEA,SubIndustry_2,732.3835342,79,41140,Bronze,10,39,34,4,2,0,2,3,39.89459064,865.7857267,1,7,N,18,15.00386462,1,27.13183838,5,0,0.796961436,4,62,9,3,1,0
C7669,,EMEA,SubIndustry_15,634.8320924,134,33444,Gold,19,,31,,1,3,0,,171.473036,1024.536762,2,,no,8,15.91632438,3,45.68295854,2,0,0.565007011,3,-19,8,2,2,0
C7670,Technology,NA,SubIndustry_9,474.6027131,,16721,Silver,24,26,6,33,0,5,1,,166.2078337,572.465442,1,2,yes,47,10.25688333,3,36.62330533,1,0,0.802813329,20,42,5,1,1,0
,Retail,APAC,SubIndustry_6,714.9117217,80,5936,Silver,48,24,20,,,10,1,2,129.6561862,518.7373622,1,7,Y,,93.80046188,5,12.6080943,3,,0.50364405,2,40,3,,2,0
C7672,Technology,APAC,,,82,,Gold,10,22,19,27,0,7,4,4,38.08339075,547.6254566,1,5,yes,32,46.35289652,,84.94124235,5,0,0.653205137,10,65,8,5,2,0
C7673,,NA,SubIndustry_20,358.9014936,99,2153,Silver,22,,0,21,,9,2,,103.3825348,,4,4,yes,32,82.37452618,3,36.57258373,1,0,,4,55,5,3,0,0
C7674,Retail,,,331.1724553,176,,Silver,35,29,42,17,0,3,4,,67.70712109,473.6819842,,,N,30,89.36689934,6,71.43176933,2,,,4,-7,2,1,1,0
C7675,Retail,EMEA,SubIndustry_13,613.524395,153,34452,Gold,0,23,2,16,2,5,0,2,149.6019209,456.99321,,,yes,41,62.2956981,4,99.01896086,4,0,0.763591178,0,64,5,1,1,0
C7676,,EMEA,SubIndustry_15,183.4083846,120,47001,Gold,0,14,,,1,2,1,,115.3810714,429.1374397,3,14,Y,26,84.40980845,,73.10478506,2,,0.078160368,5,-16,3,5,0,0
C7677,Pharma,NA,SubIndustry_3,346.6076786,33,15195,Bronze,2,36,,,,7,2,2,121.6498446,676.27682,0,6,0,30,25.5410194,3,35.06598329,3,0,0.229271981,4,15,,5,1,1
C7678,BFSI,EMEA,SubIndustry_28,557.9430046,,15226,Gold,11,3,33,12,1,4,2,2,158.4544335,634.5450287,0,8,yes,20,83.65249895,1,67.99705326,2,0,,,21,5,1,2,0
C7679,BFSI,NA,SubIndustry_12,259.1697848,102,26221,Silver,44,4,15,19,0,5,2,2,85.9757587,572.5759129,0,8,1,4,44.36744371,7,68.05398961,3,0,0.012413318,4,-13,8,4,2,0
C7680,Pharma,,SubIndustry_26,367.9379189,75,11497,Gold,1,7,7,24,0,2,4,,,567.8833461,3,8,,13,43.38490413,3,5.274269893,2,0,0.866069569,20,78,,5,0,0
C7681,Retail,APAC,,57.68648458,120,25312,Silver,31,,42,26,2,4,2,3,116.4893356,567.0611473,0,2,Y,25,61.00232787,4,14.96432681,,0,0.582252875,1,-52,2,2,0,0
,Manufacturing,,SubIndustry_0,621.1613299,102,27337,Gold,7,11,24,,1,2,,,128.6065829,303.3796914,2,10,1,30,21.60497502,2,75.67086157,3,0,0.570855595,20,-77,7,,2,0
C7683,Retail,NA,,,65,13146,Bronze,10,25,1,22,1,6,0,4,112.3324016,697.5863512,3,5,0,2,32.433141,1,40.657243,4,0,,20,-41,2,4,2,1
C7684,BFSI,EMEA,SubIndustry_4,280.14375,,12341,Silver,14,7,21,45,0,8,2,,44.63195874,502.093961,3,6,N,,9.501429274,3,46.82341601,1,0,0.689359101,5,-66,5,5,0,1
C7685,Technology,LATAM,SubIndustry_17,240.9954548,25,10724,Silver,17,29,30,,0,3,2,5,72.72891989,418.2397171,0,5,Y,14,21.08437381,2,69.40593508,2,1,,20,-88,,1,0,0
C7686,Manufacturing,NA,SubIndustry_11,416.3572976,57,29705,,24,39,24,34,0,7,,2,122.3828078,550.347576,0,10,Y,46,54.17882632,3,55.07506053,3,,0.817443644,2,25,6,4,0,0
C7687,BFSI,APAC,SubIndustry_10,183.9688826,160,,Silver,6,45,29,10,0,5,0,,144.2562575,692.1808215,1,7,Y,46,90.5686947,1,44.99132412,3,0,0.604642628,2,84,3,1,,0
C7688,BFSI,,SubIndustry_8,888.4759354,46,20496,Gold,,5,25,8,1,3,2,4,,712.6624175,1,5,yes,22,22.69874352,2,24.44262601,3,0,0.724647389,0,-95,4,4,1,0
C7689,Technology,APAC,SubIndustry_27,23.05107657,100,38331,Gold,19,32,,31,0,6,4,2,117.9180827,593.3756176,1,5,1,49,68.22618865,,67.80199297,2,0,0.800829724,10,85,6,2,0,0
C7690,BFSI,NA,SubIndustry_6,409.87617,132,40850,Gold,0,25,4,,1,6,2,1,,665.710891,2,3,yes,20,74.29977675,1,58.12181281,4,0,0.018815746,4,62,4,1,1,0
C7691,Technology,NA,SubIndustry_13,521.3813859,119,21717,Bronze,41,12,38,39,0,8,2,1,149.4343606,576.7068195,4,9,,12,2.689406264,2,38.83159795,,0,0.752570563,,-39,8,5,0,0
,BFSI,,SubIndustry_29,344.9241992,151,1451,Gold,16,17,18,,1,5,0,6,134.3669991,787.4593562,1,5,0,6,,4,45.03219408,4,1,0.255915997,,-87,7,2,0,1
C7693,Retail,NA,SubIndustry_23,542.4263475,80,6794,Gold,16,18,24,17,0,5,3,3,41.94080621,382.9051219,1,8,1,44,6.157378104,0,,1,,0.879415453,2,40,5,3,2,0
C7694,,NA,SubIndustry_28,340.079685,75,27501,Silver,32,34,17,45,1,1,5,6,142.0157053,521.5226461,,7,Y,15,53.9761482,4,41.74505848,4,1,0.076731935,0,96,7,5,0,0
C7695,Manufacturing,EMEA,SubIndustry_2,806.0188927,150,11469,Silver,10,32,15,,2,4,,3,103.281893,351.5108536,,9,no,35,49.42612309,5,58.81690094,3,0,0.042782112,4,-15,5,5,2,0
C7696,Retail,NA,SubIndustry_15,276.2245972,103,36388,Silver,29,37,34,23,,,2,2,22.15604177,415.1554825,1,2,no,22,92.49316764,2,19.80487108,3,0,0.449709507,1,42,10,2,0,0
C7697,Manufacturing,APAC,SubIndustry_29,29.75521173,126,46138,Silver,22,9,17,33,1,3,0,,196.5821405,516.6692705,2,6,no,17,74.60157798,3,48.93490429,4,0,0.52382075,1,-68,2,3,2,1
C7698,BFSI,,SubIndustry_6,240.3000299,33,22729,Gold,10,18,30,11,,3,2,1,172.0542626,804.9308843,0,4,0,31,58.1173191,2,48.47347002,3,0,0.959574232,10,,4,3,2,0
C7699,BFSI,APAC,SubIndustry_26,577.298955,41,41669,Gold,15,38,2,47,1,5,,1,,907.2562535,,3,Y,29,70.53855599,0,33.04467485,2,0,0.126280883,0,-31,6,3,1,0
C7700,Pharma,APAC,SubIndustry_0,476.4151241,166,17398,Bronze,8,20,1,20,0,7,1,4,168.837139,486.2722702,1,3,N,7,18.72920939,3,84.13461231,2,0,0.501310784,1,-66,4,1,1,1
C7701,Technology,NA,SubIndustry_5,650.4265816,63,26700,Bronze,20,39,9,13,,6,2,4,195.4760829,204.2968535,2,4,Y,38,15.71428682,4,31.33083797,2,0,0.590167026,0,-43,8,5,1,0
C7702,Manufacturing,NA,SubIndustry_25,600.3489233,85,41622,Gold,22,16,15,31,1,6,1,,125.4634774,691.0992199,0,7,yes,47,98.64233515,7,62.58610972,3,0,0.662046537,10,31,3,1,2,0
C7703,Retail,APAC,,372.7439301,179,16345,Gold,1,40,22,27,0,7,2,2,111.8306867,,2,10,no,5,66.99989187,3,48.37432106,,1,0.315954038,0,84,6,5,2,1
C7704,,EMEA,SubIndustry_26,402.1833012,90,7416,Gold,7,11,3,12,0,5,,,310.2053521,752.7424774,1,4,no,4,21.4133668,3,37.10256153,3,0,0.312336693,4,-33,1,2,1,1
C7705,BFSI,LATAM,SubIndustry_9,422.9342449,65,18564,Gold,10,7,14,31,2,7,1,3,162.6498276,751.2684905,1,,N,,0.459935593,6,37.45919973,1,0,0.176069166,1,43,4,5,1,0
C7706,Retail,APAC,SubIndustry_11,876.8692167,105,40039,Gold,1,,,10,1,5,0,1,119.1810104,293.7317456,3,8,N,8,11.98482476,1,36.16696342,3,1,0.037923264,10,,9,5,1,1
C7707,,NA,,638.1644629,57,46983,Gold,,19,10,27,1,4,1,2,131.0752718,,1,7,,22,14.83580178,4,26.7552736,2,0,0.093170955,20,-37,,4,1,0
,Retail,APAC,SubIndustry_18,,86,16003,Gold,15,14,1,3,2,3,2,2,71.03439606,586.8556215,3,3,N,35,16.9747166,4,65.75076975,,0,0.861542836,,36,10,3,1,0
C7709,Technology,NA,SubIndustry_5,,155,44224,Gold,25,13,27,21,0,5,2,1,106.1972454,708.7678818,1,9,1,34,46.07540987,3,,5,0,0.471483575,10,-50,5,3,1,0
C7710,BFSI,NA,SubIndustry_13,487.283321,72,42286,Gold,30,32,,8,3,5,2,0,46.53461879,799.9472432,,3,yes,21,5.042542655,2,42.03385172,4,0,0.885166659,10,16,2,4,0,0
C7711,Retail,APAC,SubIndustry_2,296.1277026,82,26770,Gold,54,15,28,4,0,2,2,1,169.5035571,674.8339501,1,10,,14,,2,55.91952771,2,0,0.491104787,10,-18,1,,0,0
C7712,BFSI,,SubIndustry_9,540.3039342,4,37784,Gold,25,39,15,3,1,6,2,4,110.1792019,,1,9,1,38,30.7549669,,,3,0,0.143822611,3,-76,,2,0,0
C7713,Retail,EMEA,SubIndustry_8,487.8261656,65,19940,Gold,6,12,17,1,3,4,1,2,169.8076659,411.9061519,,7,,22,90.79274748,,76.95338311,2,,0.801750732,20,16,4,1,1,0
C7714,BFSI,NA,SubIndustry_22,481.2705429,44,46582,Gold,19,13,0,23,1,7,2,4,106.4328302,646.1696177,2,4,0,41,43.53651473,2,40.15172288,1,0,0.729136993,,35,3,1,2,0
C7715,Pharma,NA,SubIndustry_29,458.1801846,16,7769,Silver,26,3,16,28,,1,4,1,72.87658514,836.5522766,0,7,1,8,0.388681994,1,54.76679879,3,1,0.336497042,5,15,8,,0,0
,BFSI,,SubIndustry_28,89.50745848,94,,Silver,24,45,14,27,2,4,1,2,,613.5694978,1,4,0,3,74.43734402,3,91.01215418,,0,0.556073112,0,-95,10,5,2,1
C7717,,NA,SubIndustry_19,752.1679633,23,17452,,4,48,23,8,2,,1,4,10.45298825,853.0640199,1,4,yes,3,46.18247836,3,59.6146122,2,0,0.346941389,3,-78,9,4,1,1
C7718,Retail,NA,SubIndustry_18,489.9093022,159,9462,Bronze,40,,7,19,1,,2,5,48.27203164,549.1083982,0,5,no,4,96.37421096,0,58.8283058,2,1,0.365558093,2,-42,3,5,,1
C7719,Pharma,EMEA,,217.1493768,156,32278,Gold,29,27,19,25,0,2,2,1,136.5660887,234.6504736,2,5,Y,20,54.11346496,3,55.86495212,3,0,0.863165178,2,1,4,1,0,0
C7720,Retail,LATAM,SubIndustry_14,596.3525418,,2929,Silver,35,0,15,38,0,2,3,6,53.52920921,157.3797655,1,11,no,14,64.58356539,1,43.52194931,,0,0.992572678,3,-14,7,2,2,0
C7721,Pharma,NA,SubIndustry_8,328.8327663,101,47032,Gold,36,20,,54,1,3,4,1,187.0696034,762.0984897,1,,Y,8,87.78282287,4,36.95135466,3,0,,4,40,2,1,1,0
C7722,,NA,SubIndustry_18,612.4281246,,39475,Gold,32,5,41,10,0,6,2,,188.5056361,604.4399762,,6,no,4,16.51076587,1,6.291981914,2,1,,4,46,9,2,2,0
C7723,Manufacturing,,SubIndustry_7,676.3312921,41,36175,Silver,28,30,31,32,0,5,2,2,,376.0872144,4,7,no,27,65.49689692,2,,,0,0.82353142,,-85,4,2,0,1
C7724,Pharma,APAC,,703.9272981,137,47612,Gold,26,9,18,8,0,0,4,6,111.1121057,362.5867223,2,7,0,48,71.53329513,4,63.74183123,3,0,0.766391265,4,-86,2,5,1,1
C7725,BFSI,LATAM,SubIndustry_3,467.8166547,2,32357,Gold,22,14,14,0,,3,5,2,155.0332221,685.9316461,2,4,0,,21.09249463,,36.74930349,,1,0.689042554,3,,2,,1,0
C7726,BFSI,NA,SubIndustry_4,417.2444544,110,16278,Gold,16,5,,4,0,3,2,0,,372.4361646,5,11,1,20,54.16897102,3,49.56401215,3,0,0.075687101,0,-81,10,2,1,1
C7727,Retail,NA,SubIndustry_18,374.8923279,43,5784,Gold,22,39,6,23,0,7,3,0,14.57999308,,2,8,yes,36,46.33095235,,35.58175399,3,0,0.344890619,,12,5,2,0,0
C7728,Pharma,,SubIndustry_13,355.4887823,66,44114,Gold,,18,12,19,0,1,,3,158.0398842,921.5504062,,0,Y,28,12.98197997,1,43.14787573,2,0,0.299481123,0,-1,4,4,2,0
C7729,Retail,EMEA,SubIndustry_17,496.5539872,96,45882,Silver,32,,25,29,,2,3,4,75.92999655,,1,6,N,12,92.42425583,2,47.72651832,5,0,0.169548682,5,13,9,4,1,0
C7730,Retail,EMEA,SubIndustry_24,458.1313875,77,34364,Gold,12,,3,19,1,3,3,6,,,2,2,yes,26,,2,54.67336942,,0,0.396598226,,-63,1,5,0,0
C7731,BFSI,EMEA,SubIndustry_28,334.9392368,,13741,Silver,11,,,21,1,,2,5,108.8486327,410.8109872,0,3,1,14,94.83090116,2,52.76851918,5,0,0.983302993,20,20,4,3,1,0
C7732,BFSI,,SubIndustry_18,271.2430492,125,1661,Bronze,20,33,29,7,2,5,1,3,216.4954257,528.4205903,2,7,1,26,,3,23.92747193,1,1,0.749324007,2,67,9,1,,0
C7733,Technology,EMEA,SubIndustry_5,478.2487815,97,4027,Gold,21,31,29,13,1,5,3,5,107.9400813,571.8363127,0,2,yes,10,,5,38.32778811,,0,,5,,4,2,0,0
C7734,BFSI,EMEA,SubIndustry_4,413.1604764,21,37925,Gold,21,8,1,11,,3,1,4,122.0820174,737.8056694,2,10,,23,5.46606667,5,54.3937824,3,0,0.679527627,5,,3,4,,0
